# RTF-Densities and RTF-fields
#     r     Pf_p     Pf_n     rhov_p     rhov_n     Sigma     Omega     Rho     Coulomb     Ef_p     Ef_n
    0.12430E+02    0.35199E-02    0.47014E-02    0.19168E-15    0.45673E-15    0.48025E-12    0.18149E-14   -0.95021E-16    0.34759E-03    0.34759E-03    0.11304E-10
    0.12440E+02    0.34952E-02    0.46688E-02    0.18767E-15    0.44730E-15    0.46767E-12    0.17772E-14   -0.93080E-16    0.34731E-03    0.34731E-03    0.11153E-10
    0.12450E+02    0.34706E-02    0.46364E-02    0.18373E-15    0.43806E-15    0.45543E-12    0.17404E-14   -0.91178E-16    0.34703E-03    0.34703E-03    0.11005E-10
    0.12460E+02    0.34462E-02    0.46043E-02    0.17988E-15    0.42901E-15    0.44351E-12    0.17043E-14   -0.89315E-16    0.34675E-03    0.34675E-03    0.10859E-10
    0.12470E+02    0.34219E-02    0.45724E-02    0.17611E-15    0.42015E-15    0.43190E-12    0.16690E-14   -0.87490E-16    0.34647E-03    0.34647E-03    0.10714E-10
    0.12480E+02    0.33979E-02    0.45407E-02    0.17242E-15    0.41148E-15    0.42060E-12    0.16344E-14   -0.85702E-16    0.34619E-03    0.34619E-03    0.10571E-10
    0.12490E+02    0.33740E-02    0.45092E-02    0.16881E-15    0.40298E-15    0.40960E-12    0.16005E-14   -0.83951E-16    0.34592E-03    0.34592E-03    0.10430E-10
    0.12500E+02    0.33502E-02    0.44779E-02    0.16528E-15    0.39466E-15    0.39888E-12    0.15674E-14   -0.82236E-16    0.34564E-03    0.34564E-03    0.10291E-10
    0.12510E+02    0.33267E-02    0.44469E-02    0.16181E-15    0.38650E-15    0.38844E-12    0.15349E-14   -0.80556E-16    0.34536E-03    0.34536E-03    0.10154E-10
    0.12520E+02    0.33033E-02    0.44161E-02    0.15842E-15    0.37852E-15    0.37828E-12    0.15031E-14   -0.78910E-16    0.34509E-03    0.34509E-03    0.10019E-10
    0.12530E+02    0.32800E-02    0.43854E-02    0.15510E-15    0.37070E-15    0.36838E-12    0.14719E-14   -0.77298E-16    0.34481E-03    0.34481E-03    0.98850E-11
    0.12540E+02    0.32570E-02    0.43550E-02    0.15185E-15    0.36305E-15    0.35875E-12    0.14414E-14   -0.75718E-16    0.34454E-03    0.34454E-03    0.97529E-11
    0.12550E+02    0.32340E-02    0.43249E-02    0.14867E-15    0.35555E-15    0.34936E-12    0.14115E-14   -0.74171E-16    0.34426E-03    0.34426E-03    0.96225E-11
    0.12560E+02    0.32113E-02    0.42949E-02    0.14555E-15    0.34821E-15    0.34022E-12    0.13823E-14   -0.72656E-16    0.34399E-03    0.34399E-03    0.94938E-11
    0.12570E+02    0.31887E-02    0.42651E-02    0.14251E-15    0.34102E-15    0.33133E-12    0.13536E-14   -0.71172E-16    0.34372E-03    0.34372E-03    0.93669E-11
    0.12580E+02    0.31663E-02    0.42355E-02    0.13952E-15    0.33397E-15    0.32266E-12    0.13256E-14   -0.69718E-16    0.34344E-03    0.34344E-03    0.92417E-11
    0.12590E+02    0.31440E-02    0.42062E-02    0.13660E-15    0.32708E-15    0.31422E-12    0.12981E-14   -0.68294E-16    0.34317E-03    0.34317E-03    0.91178E-11
    0.12600E+02    0.31219E-02    0.41770E-02    0.13373E-15    0.32032E-15    0.30600E-12    0.12712E-14   -0.66898E-16    0.34290E-03    0.34290E-03    0.89957E-11
    0.12610E+02    0.30999E-02    0.41481E-02    0.13093E-15    0.31371E-15    0.29800E-12    0.12448E-14   -0.65532E-16    0.34263E-03    0.34263E-03    0.88752E-11
    0.12620E+02    0.30781E-02    0.41193E-02    0.12819E-15    0.30723E-15    0.29020E-12    0.12190E-14   -0.64193E-16    0.34235E-03    0.34235E-03    0.87563E-11
    0.12630E+02    0.30565E-02    0.40908E-02    0.12550E-15    0.30088E-15    0.28261E-12    0.11938E-14   -0.62881E-16    0.34208E-03    0.34208E-03    0.86389E-11
    0.12640E+02    0.30350E-02    0.40624E-02    0.12287E-15    0.29467E-15    0.27521E-12    0.11690E-14   -0.61597E-16    0.34181E-03    0.34181E-03    0.85230E-11
    0.12650E+02    0.30136E-02    0.40342E-02    0.12030E-15    0.28858E-15    0.26801E-12    0.11448E-14   -0.60338E-16    0.34154E-03    0.34154E-03    0.84086E-11
    0.12660E+02    0.29924E-02    0.40063E-02    0.11778E-15    0.28262E-15    0.26099E-12    0.11211E-14   -0.59106E-16    0.34127E-03    0.34127E-03    0.82957E-11
    0.12670E+02    0.29714E-02    0.39785E-02    0.11531E-15    0.27679E-15    0.25417E-12    0.10978E-14   -0.57899E-16    0.34100E-03    0.34100E-03    0.81844E-11
    0.12680E+02    0.29505E-02    0.39509E-02    0.11289E-15    0.27107E-15    0.24752E-12    0.10751E-14   -0.56716E-16    0.34073E-03    0.34073E-03    0.80744E-11
    0.12690E+02    0.29297E-02    0.39235E-02    0.11053E-15    0.26547E-15    0.24104E-12    0.10528E-14   -0.55557E-16    0.34047E-03    0.34047E-03    0.79658E-11
    0.12700E+02    0.29091E-02    0.38963E-02    0.10821E-15    0.25999E-15    0.23474E-12    0.10310E-14   -0.54423E-16    0.34020E-03    0.34020E-03    0.78587E-11
    0.12710E+02    0.28887E-02    0.38693E-02    0.10595E-15    0.25462E-15    0.22860E-12    0.10096E-14   -0.53311E-16    0.33993E-03    0.33993E-03    0.77531E-11
    0.12720E+02    0.28684E-02    0.38425E-02    0.10373E-15    0.24936E-15    0.22262E-12    0.98871E-15   -0.52222E-16    0.33966E-03    0.33966E-03    0.76489E-11
    0.12730E+02    0.28482E-02    0.38159E-02    0.10155E-15    0.24421E-15    0.21680E-12    0.96822E-15   -0.51155E-16    0.33940E-03    0.33940E-03    0.75459E-11
    0.12740E+02    0.28281E-02    0.37894E-02    0.99424E-16    0.23917E-15    0.21113E-12    0.94815E-15   -0.50110E-16    0.33913E-03    0.33913E-03    0.74442E-11
    0.12750E+02    0.28083E-02    0.37631E-02    0.97341E-16    0.23423E-15    0.20561E-12    0.92850E-15   -0.49087E-16    0.33886E-03    0.33886E-03    0.73439E-11
    0.12760E+02    0.27885E-02    0.37371E-02    0.95301E-16    0.22939E-15    0.20024E-12    0.90926E-15   -0.48084E-16    0.33860E-03    0.33860E-03    0.72450E-11
    0.12770E+02    0.27689E-02    0.37111E-02    0.93304E-16    0.22465E-15    0.19500E-12    0.89042E-15   -0.47102E-16    0.33833E-03    0.33833E-03    0.71474E-11
    0.12780E+02    0.27494E-02    0.36854E-02    0.91350E-16    0.22001E-15    0.18991E-12    0.87197E-15   -0.46140E-16    0.33807E-03    0.33807E-03    0.70512E-11
    0.12790E+02    0.27301E-02    0.36599E-02    0.89436E-16    0.21547E-15    0.18495E-12    0.85390E-15   -0.45197E-16    0.33780E-03    0.33780E-03    0.69559E-11
    0.12800E+02    0.27109E-02    0.36345E-02    0.87562E-16    0.21102E-15    0.18011E-12    0.83620E-15   -0.44274E-16    0.33754E-03    0.33754E-03    0.68621E-11
    0.12810E+02    0.26918E-02    0.36093E-02    0.85727E-16    0.20666E-15    0.17540E-12    0.81887E-15   -0.43370E-16    0.33728E-03    0.33728E-03    0.67695E-11
    0.12820E+02    0.26729E-02    0.35843E-02    0.83931E-16    0.20239E-15    0.17082E-12    0.80190E-15   -0.42484E-16    0.33701E-03    0.33701E-03    0.66781E-11
    0.12830E+02    0.26541E-02    0.35594E-02    0.82172E-16    0.19821E-15    0.16635E-12    0.78528E-15   -0.41616E-16    0.33675E-03    0.33675E-03    0.65880E-11
    0.12840E+02    0.26354E-02    0.35348E-02    0.80450E-16    0.19412E-15    0.16200E-12    0.76901E-15   -0.40766E-16    0.33649E-03    0.33649E-03    0.64990E-11
    0.12850E+02    0.26169E-02    0.35103E-02    0.78764E-16    0.19011E-15    0.15777E-12    0.75307E-15   -0.39933E-16    0.33623E-03    0.33623E-03    0.64113E-11
    0.12860E+02    0.25985E-02    0.34859E-02    0.77114E-16    0.18618E-15    0.15364E-12    0.73747E-15   -0.39118E-16    0.33596E-03    0.33596E-03    0.63245E-11
    0.12870E+02    0.25802E-02    0.34618E-02    0.75498E-16    0.18234E-15    0.14962E-12    0.72218E-15   -0.38319E-16    0.33570E-03    0.33570E-03    0.62390E-11
    0.12880E+02    0.25620E-02    0.34378E-02    0.73917E-16    0.17857E-15    0.14571E-12    0.70722E-15   -0.37536E-16    0.33544E-03    0.33544E-03    0.61547E-11
    0.12890E+02    0.25440E-02    0.34139E-02    0.72368E-16    0.17489E-15    0.14191E-12    0.69257E-15   -0.36770E-16    0.33518E-03    0.33518E-03    0.60716E-11
    0.12900E+02    0.25261E-02    0.33903E-02    0.70852E-16    0.17127E-15    0.13820E-12    0.67821E-15   -0.36019E-16    0.33492E-03    0.33492E-03    0.59894E-11
    0.12910E+02    0.25084E-02    0.33668E-02    0.69367E-16    0.16774E-15    0.13459E-12    0.66416E-15   -0.35283E-16    0.33466E-03    0.33466E-03    0.59083E-11
    0.12920E+02    0.24907E-02    0.33434E-02    0.67914E-16    0.16427E-15    0.13107E-12    0.65040E-15   -0.34562E-16    0.33440E-03    0.33440E-03    0.58284E-11
    0.12930E+02    0.24732E-02    0.33203E-02    0.66491E-16    0.16088E-15    0.12764E-12    0.63692E-15   -0.33856E-16    0.33414E-03    0.33414E-03    0.57494E-11
    0.12940E+02    0.24558E-02    0.32972E-02    0.65097E-16    0.15756E-15    0.12431E-12    0.62372E-15   -0.33165E-16    0.33389E-03    0.33389E-03    0.56715E-11
    0.12950E+02    0.24385E-02    0.32744E-02    0.63733E-16    0.15430E-15    0.12107E-12    0.61079E-15   -0.32487E-16    0.33363E-03    0.33363E-03    0.55946E-11
    0.12960E+02    0.24214E-02    0.32517E-02    0.62398E-16    0.15112E-15    0.11791E-12    0.59814E-15   -0.31824E-16    0.33337E-03    0.33337E-03    0.55188E-11
    0.12970E+02    0.24043E-02    0.32291E-02    0.61091E-16    0.14800E-15    0.11483E-12    0.58574E-15   -0.31174E-16    0.33311E-03    0.33311E-03    0.54440E-11
    0.12980E+02    0.23874E-02    0.32068E-02    0.59811E-16    0.14494E-15    0.11184E-12    0.57360E-15   -0.30537E-16    0.33286E-03    0.33286E-03    0.53702E-11
    0.12990E+02    0.23706E-02    0.31845E-02    0.58557E-16    0.14195E-15    0.10893E-12    0.56172E-15   -0.29914E-16    0.33260E-03    0.33260E-03    0.52975E-11
    0.13000E+02    0.23540E-02    0.31625E-02    0.57331E-16    0.13901E-15    0.10609E-12    0.55008E-15   -0.29303E-16    0.33235E-03    0.33235E-03    0.52256E-11
    0.13010E+02    0.23374E-02    0.31405E-02    0.56129E-16    0.13614E-15    0.10333E-12    0.53868E-15   -0.28704E-16    0.33209E-03    0.33209E-03    0.51547E-11
    0.13020E+02    0.23210E-02    0.31188E-02    0.54953E-16    0.13333E-15    0.10064E-12    0.52752E-15   -0.28118E-16    0.33183E-03    0.33183E-03    0.50848E-11
    0.13030E+02    0.23046E-02    0.30971E-02    0.53802E-16    0.13058E-15    0.98028E-13    0.51659E-15   -0.27544E-16    0.33158E-03    0.33158E-03    0.50157E-11
    0.13040E+02    0.22884E-02    0.30757E-02    0.52674E-16    0.12788E-15    0.95482E-13    0.50588E-15   -0.26981E-16    0.33133E-03    0.33133E-03    0.49475E-11
    0.13050E+02    0.22723E-02    0.30543E-02    0.51571E-16    0.12524E-15    0.93004E-13    0.49540E-15   -0.26430E-16    0.33107E-03    0.33107E-03    0.48802E-11
    0.13060E+02    0.22564E-02    0.30332E-02    0.50490E-16    0.12265E-15    0.90592E-13    0.48513E-15   -0.25890E-16    0.33082E-03    0.33082E-03    0.48140E-11
    0.13070E+02    0.22405E-02    0.30122E-02    0.49432E-16    0.12012E-15    0.88245E-13    0.47508E-15   -0.25361E-16    0.33057E-03    0.33057E-03    0.47486E-11
    0.13080E+02    0.22247E-02    0.29913E-02    0.48396E-16    0.11764E-15    0.85959E-13    0.46524E-15   -0.24843E-16    0.33031E-03    0.33031E-03    0.46840E-11
    0.13090E+02    0.22091E-02    0.29705E-02    0.47382E-16    0.11521E-15    0.83734E-13    0.45560E-15   -0.24336E-16    0.33006E-03    0.33006E-03    0.46203E-11
    0.13100E+02    0.21935E-02    0.29499E-02    0.46390E-16    0.11283E-15    0.81568E-13    0.44616E-15   -0.23839E-16    0.32981E-03    0.32981E-03    0.45576E-11
    0.13110E+02    0.21781E-02    0.29295E-02    0.45418E-16    0.11050E-15    0.79459E-13    0.43691E-15   -0.23352E-16    0.32956E-03    0.32956E-03    0.44955E-11
    0.13120E+02    0.21628E-02    0.29092E-02    0.44466E-16    0.10822E-15    0.77405E-13    0.42786E-15   -0.22875E-16    0.32931E-03    0.32931E-03    0.44345E-11
    0.13130E+02    0.21476E-02    0.28890E-02    0.43534E-16    0.10598E-15    0.75405E-13    0.41899E-15   -0.22408E-16    0.32905E-03    0.32905E-03    0.43741E-11
    0.13140E+02    0.21325E-02    0.28690E-02    0.42622E-16    0.10379E-15    0.73458E-13    0.41031E-15   -0.21950E-16    0.32880E-03    0.32880E-03    0.43146E-11
    0.13150E+02    0.21175E-02    0.28491E-02    0.41729E-16    0.10165E-15    0.71561E-13    0.40180E-15   -0.21502E-16    0.32855E-03    0.32855E-03    0.42560E-11
    0.13160E+02    0.21026E-02    0.28294E-02    0.40855E-16    0.99551E-16    0.69714E-13    0.39348E-15   -0.21063E-16    0.32830E-03    0.32830E-03    0.41978E-11
    0.13170E+02    0.20878E-02    0.28097E-02    0.39999E-16    0.97495E-16    0.67915E-13    0.38533E-15   -0.20633E-16    0.32806E-03    0.32806E-03    0.41407E-11
    0.13180E+02    0.20731E-02    0.27903E-02    0.39161E-16    0.95482E-16    0.66162E-13    0.37734E-15   -0.20211E-16    0.32781E-03    0.32781E-03    0.40843E-11
    0.13190E+02    0.20585E-02    0.27709E-02    0.38340E-16    0.93510E-16    0.64455E-13    0.36952E-15   -0.19799E-16    0.32756E-03    0.32756E-03    0.40286E-11
    0.13200E+02    0.20440E-02    0.27517E-02    0.37537E-16    0.91579E-16    0.62791E-13    0.36187E-15   -0.19394E-16    0.32731E-03    0.32731E-03    0.39738E-11
    0.13210E+02    0.20297E-02    0.27326E-02    0.36750E-16    0.89688E-16    0.61169E-13    0.35437E-15   -0.18998E-16    0.32706E-03    0.32706E-03    0.39196E-11
    0.13220E+02    0.20154E-02    0.27137E-02    0.35980E-16    0.87835E-16    0.59588E-13    0.34702E-15   -0.18610E-16    0.32682E-03    0.32682E-03    0.38663E-11
    0.13230E+02    0.20012E-02    0.26949E-02    0.35226E-16    0.86021E-16    0.58048E-13    0.33983E-15   -0.18230E-16    0.32657E-03    0.32657E-03    0.38135E-11
    0.13240E+02    0.19871E-02    0.26762E-02    0.34488E-16    0.84244E-16    0.56546E-13    0.33279E-15   -0.17858E-16    0.32632E-03    0.32632E-03    0.37616E-11
    0.13250E+02    0.19732E-02    0.26576E-02    0.33766E-16    0.82505E-16    0.55083E-13    0.32590E-15   -0.17493E-16    0.32608E-03    0.32608E-03    0.37102E-11
    0.13260E+02    0.19593E-02    0.26392E-02    0.33058E-16    0.80801E-16    0.53657E-13    0.31914E-15   -0.17136E-16    0.32583E-03    0.32583E-03    0.36596E-11
    0.13270E+02    0.19455E-02    0.26209E-02    0.32365E-16    0.79132E-16    0.52266E-13    0.31253E-15   -0.16786E-16    0.32558E-03    0.32558E-03    0.36097E-11
    0.13280E+02    0.19318E-02    0.26028E-02    0.31687E-16    0.77498E-16    0.50911E-13    0.30605E-15   -0.16443E-16    0.32534E-03    0.32534E-03    0.35604E-11
    0.13290E+02    0.19182E-02    0.25847E-02    0.31023E-16    0.75897E-16    0.49590E-13    0.29971E-15   -0.16107E-16    0.32509E-03    0.32509E-03    0.35120E-11
    0.13300E+02    0.19047E-02    0.25668E-02    0.30373E-16    0.74330E-16    0.48302E-13    0.29350E-15   -0.15778E-16    0.32485E-03    0.32485E-03    0.34640E-11
    0.13310E+02    0.18913E-02    0.25490E-02    0.29737E-16    0.72795E-16    0.47046E-13    0.28742E-15   -0.15456E-16    0.32461E-03    0.32461E-03    0.34167E-11
    0.13320E+02    0.18780E-02    0.25313E-02    0.29114E-16    0.71291E-16    0.45821E-13    0.28147E-15   -0.15140E-16    0.32436E-03    0.32436E-03    0.33700E-11
    0.13330E+02    0.18648E-02    0.25138E-02    0.28504E-16    0.69819E-16    0.44628E-13    0.27563E-15   -0.14831E-16    0.32412E-03    0.32412E-03    0.33240E-11
    0.13340E+02    0.18517E-02    0.24964E-02    0.27907E-16    0.68377E-16    0.43464E-13    0.26992E-15   -0.14528E-16    0.32388E-03    0.32388E-03    0.32786E-11
    0.13350E+02    0.18387E-02    0.24791E-02    0.27322E-16    0.66965E-16    0.42330E-13    0.26433E-15   -0.14231E-16    0.32363E-03    0.32363E-03    0.32338E-11
    0.13360E+02    0.18258E-02    0.24619E-02    0.26749E-16    0.65582E-16    0.41225E-13    0.25885E-15   -0.13940E-16    0.32339E-03    0.32339E-03    0.31897E-11
    0.13370E+02    0.18129E-02    0.24448E-02    0.26189E-16    0.64227E-16    0.40148E-13    0.25349E-15   -0.13656E-16    0.32315E-03    0.32315E-03    0.31462E-11
    0.13380E+02    0.18002E-02    0.24279E-02    0.25640E-16    0.62901E-16    0.39099E-13    0.24824E-15   -0.13377E-16    0.32291E-03    0.32291E-03    0.31032E-11
    0.13390E+02    0.17875E-02    0.24110E-02    0.25103E-16    0.61602E-16    0.38077E-13    0.24309E-15   -0.13104E-16    0.32267E-03    0.32267E-03    0.30608E-11
    0.13400E+02    0.17749E-02    0.23943E-02    0.24577E-16    0.60330E-16    0.37082E-13    0.23805E-15   -0.12836E-16    0.32242E-03    0.32242E-03    0.30191E-11
    0.13410E+02    0.17624E-02    0.23777E-02    0.24062E-16    0.59084E-16    0.36113E-13    0.23312E-15   -0.12574E-16    0.32218E-03    0.32218E-03    0.29777E-11
    0.13420E+02    0.17500E-02    0.23612E-02    0.23558E-16    0.57864E-16    0.35169E-13    0.22829E-15   -0.12317E-16    0.32194E-03    0.32194E-03    0.29371E-11
    0.13430E+02    0.17377E-02    0.23449E-02    0.23064E-16    0.56668E-16    0.34249E-13    0.22356E-15   -0.12065E-16    0.32170E-03    0.32170E-03    0.28970E-11
    0.13440E+02    0.17255E-02    0.23286E-02    0.22581E-16    0.55498E-16    0.33354E-13    0.21893E-15   -0.11819E-16    0.32147E-03    0.32147E-03    0.28573E-11
    0.13450E+02    0.17134E-02    0.23125E-02    0.22108E-16    0.54352E-16    0.32482E-13    0.21439E-15   -0.11578E-16    0.32123E-03    0.32123E-03    0.28182E-11
    0.13460E+02    0.17013E-02    0.22964E-02    0.21645E-16    0.53229E-16    0.31633E-13    0.20995E-15   -0.11341E-16    0.32099E-03    0.32099E-03    0.27798E-11
    0.13470E+02    0.16894E-02    0.22805E-02    0.21191E-16    0.52130E-16    0.30805E-13    0.20560E-15   -0.11109E-16    0.32075E-03    0.32075E-03    0.27417E-11
    0.13480E+02    0.16775E-02    0.22647E-02    0.20747E-16    0.51054E-16    0.29999E-13    0.20134E-15   -0.10883E-16    0.32051E-03    0.32051E-03    0.27042E-11
    0.13490E+02    0.16657E-02    0.22490E-02    0.20312E-16    0.49999E-16    0.29214E-13    0.19717E-15   -0.10660E-16    0.32027E-03    0.32027E-03    0.26672E-11
    0.13500E+02    0.16540E-02    0.22334E-02    0.19887E-16    0.48967E-16    0.28448E-13    0.19308E-15   -0.10443E-16    0.32004E-03    0.32004E-03    0.26307E-11
    0.13510E+02    0.16423E-02    0.22179E-02    0.19470E-16    0.47955E-16    0.27702E-13    0.18908E-15   -0.10229E-16    0.31980E-03    0.31980E-03    0.25947E-11
    0.13520E+02    0.16308E-02    0.22026E-02    0.19062E-16    0.46965E-16    0.26976E-13    0.18516E-15   -0.10020E-16    0.31956E-03    0.31956E-03    0.25592E-11
    0.13530E+02    0.16193E-02    0.21873E-02    0.18663E-16    0.45995E-16    0.26267E-13    0.18133E-15   -0.98156E-17    0.31933E-03    0.31933E-03    0.25243E-11
    0.13540E+02    0.16079E-02    0.21721E-02    0.18272E-16    0.45045E-16    0.25578E-13    0.17757E-15   -0.96151E-17    0.31909E-03    0.31909E-03    0.24897E-11
    0.13550E+02    0.15966E-02    0.21571E-02    0.17889E-16    0.44115E-16    0.24906E-13    0.17389E-15   -0.94187E-17    0.31885E-03    0.31885E-03    0.24556E-11
    0.13560E+02    0.15854E-02    0.21421E-02    0.17514E-16    0.43204E-16    0.24252E-13    0.17029E-15   -0.92263E-17    0.31862E-03    0.31862E-03    0.24220E-11
    0.13570E+02    0.15742E-02    0.21273E-02    0.17147E-16    0.42311E-16    0.23615E-13    0.16676E-15   -0.90379E-17    0.31839E-03    0.31839E-03    0.23887E-11
    0.13580E+02    0.15632E-02    0.21125E-02    0.16788E-16    0.41438E-16    0.22995E-13    0.16330E-15   -0.88533E-17    0.31815E-03    0.31815E-03    0.23560E-11
    0.13590E+02    0.15522E-02    0.20979E-02    0.16436E-16    0.40582E-16    0.22392E-13    0.15992E-15   -0.86725E-17    0.31792E-03    0.31792E-03    0.23238E-11
    0.13600E+02    0.15412E-02    0.20833E-02    0.16092E-16    0.39744E-16    0.21805E-13    0.15661E-15   -0.84953E-17    0.31768E-03    0.31768E-03    0.22918E-11
